seq, timestamp, timefinished, raw_temp_0, raw_temp_1, raw_volt_0, raw_volt_1, temp_0, temp_1, press, press_fuzzy, volt_in, duty, duty_ss, duty_fuzzy, idx_strategy
1, 0.011682748794555664, 0.05853676795959473, 0.0, 0.0, 1.8880576189458909, 0.5640172124393446, 13.534, 13.534, 5.899244880520036, 0, 0.5640172124393446, 0.0, 0.0, 0.0, 0
2, 0.25534749031066895, 0.336273193359375, 162.25, 150.0, 1.8920577410199286, 0.5600170903653066, 145.427025, 135.469, 5.916245399334697, 0.24580187002166817, 0.5600170903653066, 1.0, [15.36393874], 0.0, 0
3, 0.5052950382232666, 0.5122675895690918, 162.0, 149.5, 1.8900576799829099, 0.5620171514023256, 145.22379999999998, 135.06255, 5.907745139927367, 0.4923120949939472, 0.5620171514023256, 1.0, 1.0, 0.0, 2
4, 0.750312089920044, 0.7578732967376709, 162.0, 150.25, 1.8960578630939666, 0.5720174565874203, 145.22379999999998, 135.672225, 5.933245918149358, 0.7384681424909209, 0.5720174565874203, 1.0, 1.0, 0.0, 2
5, 1.000314712524414, 1.0078539848327637, 162.25, 150.0, 1.8960578630939666, 0.5760175786614582, 145.427025, 135.469, 5.933245918149358, 0.9856867224138107, 0.5760175786614582, 1.0, 1.0, 0.0, 2
6, 1.2503209114074707, 1.2584278583526611, 162.25, 149.75, 1.8940578020569476, 0.5800177007354961, 145.427025, 135.265775, 5.924745658742028, 1.2329053023367005, 0.5800177007354961, 1.0, 1.0, 0.0, 2
7, 1.5003204345703125, 1.5078577995300293, 162.25, 150.0, 1.8960578630939666, 0.5760175786614582, 145.427025, 135.469, 5.933245918149358, 1.4797697047842853, 0.5760175786614582, 1.0, 1.0, 0.0, 2
8, 1.7501976490020752, 1.7576963901519775, 162.0, 149.5, 1.8960578630939666, 0.5760175786614582, 145.22379999999998, 135.06255, 5.933245918149358, 1.726988284707175, 0.5760175786614582, 1.0, 1.0, 0.0, 2
9, 2.000324010848999, 2.007049322128296, 162.5, 149.75, 1.8920577410199286, 0.5780176396984771, 145.63025, 135.265775, 5.916245399334697, 1.9742068646300648, 0.5780176396984771, 1.0, 1.0, 0.0, 2
10, 2.2503199577331543, 2.2580063343048096, 162.0, 149.75, 1.8940578020569476, 0.5760175786614582, 145.22379999999998, 135.265775, 5.924745658742028, 2.220717089602344, 0.5760175786614582, 1.0, 1.0, 0.0, 2
11, 2.500345230102539, 2.5079240798950195, 162.5, 149.75, 1.8960578630939666, 0.5740175176244393, 145.63025, 135.265775, 5.933245918149358, 2.4675814920499284, 0.5740175176244393, 1.0, 1.0, 0.0, 2
12, 2.7503275871276855, 2.7579474449157715, 162.5, 150.0, 1.8940578020569476, 0.5800177007354961, 145.63025, 135.469, 5.924745658742028, 2.7148000719728187, 0.5800177007354961, 1.0, 1.0, 0.0, 2
13, 3.0003349781036377, 3.0079638957977295, 161.75, 150.0, 1.8960578630939666, 0.5740175176244393, 145.02057499999998, 135.469, 5.933245918149358, 2.961664474420403, 0.5740175176244393, 1.0, 1.0, 0.0, 2
14, 3.2503201961517334, 3.2570273876190186, 162.5, 149.5, 1.8900576799829099, 0.5780176396984771, 145.63025, 135.06255, 5.907745139927367, 3.2088830543432927, 0.5780176396984771, 1.0, 1.0, 0.0, 2
15, 3.5003159046173096, 3.5079660415649414, 162.25, 149.75, 1.8960578630939666, 0.5760175786614582, 145.427025, 135.265775, 5.933245918149358, 3.4550391018402666, 0.5760175786614582, 1.0, 1.0, 0.0, 2
16, 3.7503323554992676, 3.75799298286438, 162.25, 150.0, 1.8960578630939666, 0.5700173955504014, 145.427025, 135.469, 5.933245918149358, 3.702257681763156, 0.5700173955504014, 1.0, 1.0, 0.0, 2
17, 4.000311851501465, 4.007818937301636, 162.25, 150.0, 1.8960578630939666, 0.5740175176244393, 145.427025, 135.469, 5.933245918149358, 3.9494762616860464, 0.5740175176244393, 1.0, 1.0, 0.0, 2
18, 4.250314712524414, 4.258068084716797, 162.25, 149.75, 1.8960578630939666, 0.5760175786614582, 145.427025, 135.265775, 5.933245918149358, 4.196694841608935, 0.5760175786614582, 1.0, 1.0, 0.0, 2
19, 4.5003416538238525, 4.507343053817749, 162.25, 150.0, 1.8700570696127201, 0.5720174565874203, 145.427025, 135.469, 5.8227425458540605, 4.443913421531826, 0.5720174565874203, 1.0, 1.0, 0.0, 2
20, 4.750331163406372, 4.757012844085693, 162.25, 149.75, 1.8920577410199286, 0.5800177007354961, 145.427025, 135.265775, 5.916245399334697, 4.686527694275745, 0.5800177007354961, 1.0, 1.0, 0.0, 2
21, 5.000320672988892, 5.007924556732178, 162.25, 150.0, 1.8960578630939666, 0.5760175786614582, 145.427025, 135.469, 5.933245918149358, 4.933037919248025, 0.5760175786614582, 1.0, 1.0, 0.0, 2
22, 5.2503156661987305, 5.258017063140869, 162.25, 150.0, 1.8960578630939666, 0.5740175176244393, 145.427025, 135.469, 5.933245918149358, 5.180256499170915, 0.5740175176244393, 1.0, 1.0, 0.0, 2
23, 5.500324249267578, 5.507845163345337, 162.25, 149.75, 1.8960578630939666, 0.582017761772515, 145.427025, 135.265775, 5.933245918149358, 5.427475079093804, 0.582017761772515, 1.0, 1.0, 0.0, 2
24, 5.750317335128784, 5.757866144180298, 162.25, 149.5, 1.8960578630939666, 0.5760175786614582, 145.427025, 135.06255, 5.933245918149358, 5.674693659016694, 0.5760175786614582, 1.0, 1.0, 0.0, 2
25, 6.000313997268677, 6.007871389389038, 162.25, 150.0, 1.8960578630939666, 0.5760175786614582, 145.427025, 135.469, 5.933245918149358, 5.9219122389395835, 0.5760175786614582, 1.0, 1.0, 0.0, 2
26, 6.250324010848999, 6.258090972900391, 162.25, 150.0, 1.8940578020569476, 0.5740175176244393, 145.427025, 135.469, 5.924745658742028, 5.923328948840806, 0.5740175176244393, 1.0, 1.0, 0.0, 2
27, 6.500434875488281, 6.507978200912476, 162.0, 150.0, 1.8820574358348339, 0.5720174565874203, 145.22379999999998, 135.469, 5.873744102298044, 5.923683126316111, 0.5720174565874203, 1.0, 1.0, 0.0, 2
28, 6.750313758850098, 6.756699323654175, 162.25, 150.0, 1.8880576189458909, 0.5780176396984771, 145.427025, 135.469, 5.899244880520036, 5.922266416414889, 0.5780176396984771, 1.0, 1.0, 0.0, 2
29, 7.000324487686157, 7.007944107055664, 162.25, 150.0, 1.8940578020569476, 0.5800177007354961, 145.427025, 135.469, 5.924745658742028, 5.920849706513668, 0.5800177007354961, 1.0, 1.0, 0.0, 2
30, 7.250321865081787, 7.257968425750732, 162.25, 150.0, 1.8940578020569476, 0.5760175786614582, 145.427025, 135.469, 5.924745658742028, 5.920495529038362, 0.5760175786614582, 1.0, 1.0, 0.0, 2
31, 7.500321626663208, 7.507751226425171, 162.25, 149.75, 1.8940578020569476, 0.5800177007354961, 145.427025, 135.265775, 5.924745658742028, 5.920495529038362, 0.5800177007354961, 1.0, 1.0, 0.0, 2
32, 7.750319719314575, 7.757150888442993, 162.25, 150.0, 1.8920577410199286, 0.5760175786614582, 145.427025, 135.469, 5.916245399334697, 5.920141351563056, 0.5760175786614582, 1.0, 1.0, 0.0, 2
33, 8.000318765640259, 8.007868528366089, 162.25, 150.0, 1.8960578630939666, 0.5760175786614582, 145.427025, 135.469, 5.933245918149358, 5.9194329966124455, 0.5760175786614582, 1.0, 1.0, 0.0, 2
34, 8.250327348709106, 8.258582353591919, 162.25, 149.5, 1.8960578630939666, 0.5760175786614582, 145.427025, 135.06255, 5.933245918149358, 5.920141351563056, 0.5760175786614582, 1.0, 1.0, 0.0, 2
