seq, timestamp, timefinished, raw_temp_0, raw_temp_1, raw_volt_0, raw_volt_1, temp_0, temp_1, press, volt_in, duty
1, 0.0021660327911376953, 0.008423566818237305, 0.0, 0.0, 0.44801367229224526, 0.5580170293282877, 13.534, 13.534, -0.22094189275795767, 0.5580170293282877, 0.0
2, 0.25035691261291504, 0.2566983699798584, 26.0, 0.0, 0.45401385540330214, 0.5480167241431929, 34.669399999999996, 13.534, -0.1954411145359659, 0.5480167241431929, 0.0
3, 0.5003781318664551, 0.5065839290618896, 26.25, 0.0, 0.45201379436628314, 0.5500167851802118, 34.872625, 13.534, -0.20394137394329664, 0.5500167851802118, 0.0
4, 0.7503275871276855, 0.7566375732421875, 26.75, 0.0, 0.45401385540330214, 0.5480167241431929, 35.279075, 13.534, -0.1954411145359659, 0.5480167241431929, 0.0
5, 1.0003228187561035, 1.0066783428192139, 26.25, 0.0, 0.45201379436628314, 0.5480167241431929, 34.872625, 13.534, -0.20394137394329664, 0.5480167241431929, 0.0
6, 1.2503228187561035, 1.2565221786499023, 26.0, 0.0, 0.45201379436628314, 0.5500167851802118, 34.669399999999996, 13.534, -0.20394137394329664, 0.5500167851802118, 0.0
7, 1.500321865081787, 1.506786823272705, 26.75, 0.0, 0.45201379436628314, 0.5540169072542498, 35.279075, 13.534, -0.20394137394329664, 0.5540169072542498, 0.0
8, 1.7503318786621094, 1.7566328048706055, 27.0, 0.0, 0.45201379436628314, 0.5560169682912687, 35.4823, 13.534, -0.20394137394329664, 0.5560169682912687, 0.0
9, 2.0003209114074707, 2.035684108734131, 26.75, 0.0, 0.45201379436628314, 0.5480167241431929, 35.279075, 13.534, -0.20394137394329664, 0.5480167241431929, 0.0
10, 2.250286817550659, 2.256584882736206, 26.5, 0.0, 0.45201379436628314, 0.5500167851802118, 35.07585, 13.534, -0.20394137394329664, 0.5500167851802118, 0.0
11, 2.500316619873047, 2.506626605987549, 27.0, 0.0, 0.45201379436628314, 0.5560169682912687, 35.4823, 13.534, -0.20394137394329664, 0.5560169682912687, 0.0
12, 2.7503089904785156, 2.7562246322631836, 26.5, 0.0, 0.4500137333292642, 0.5480167241431929, 35.07585, 13.534, -0.21244163335062716, 0.5480167241431929, 0.0
13, 3.000319719314575, 3.0065743923187256, 27.0, 0.0, 0.45401385540330214, 0.5480167241431929, 35.4823, 13.534, -0.1954411145359659, 0.5480167241431929, 0.0
14, 3.250323534011841, 3.256624460220337, 27.0, 0.0, 0.45201379436628314, 0.5480167241431929, 35.4823, 13.534, -0.20394137394329664, 0.5480167241431929, 0.0
15, 3.5003201961517334, 3.506577730178833, 26.5, 0.0, 0.45401385540330214, 0.5540169072542498, 35.07585, 13.534, -0.1954411145359659, 0.5540169072542498, 0.0
16, 3.7503206729888916, 3.756500720977783, 27.0, 0.0, 0.45201379436628314, 0.5480167241431929, 35.4823, 13.534, -0.20394137394329664, 0.5480167241431929, 0.0
17, 4.00032114982605, 4.006574869155884, 26.75, 0.0, 0.45201379436628314, 0.5500167851802118, 35.279075, 13.534, -0.20394137394329664, 0.5500167851802118, 0.0
18, 4.250316858291626, 4.256585597991943, 26.75, 0.0, 0.45201379436628314, 0.5520168462172308, 35.279075, 13.534, -0.20394137394329664, 0.5520168462172308, 0.0
19, 4.500318288803101, 4.50652551651001, 27.0, 0.0, 0.45401385540330214, 0.5560169682912687, 35.4823, 13.534, -0.1954411145359659, 0.5560169682912687, 0.0
20, 4.750313758850098, 4.756469011306763, 27.0, 0.0, 0.4500137333292642, 0.5520168462172308, 35.4823, 13.534, -0.21244163335062716, 0.5520168462172308, 0.0
21, 5.000322103500366, 5.006656169891357, 27.0, 0.0, 0.45401385540330214, 0.5520168462172308, 35.4823, 13.534, -0.1954411145359659, 0.5520168462172308, 0.0
22, 5.250318288803101, 5.256544828414917, 26.75, 0.0, 0.45401385540330214, 0.5560169682912687, 35.279075, 13.534, -0.1954411145359659, 0.5560169682912687, 0.0
23, 5.500318288803101, 5.5066022872924805, 27.25, 0.0, 0.45401385540330214, 0.5520168462172308, 35.685525, 13.534, -0.1954411145359659, 0.5520168462172308, 0.0
24, 5.75031042098999, 5.756464719772339, 27.25, 0.0, 0.45401385540330214, 0.5520168462172308, 35.685525, 13.534, -0.1954411145359659, 0.5520168462172308, 0.0
25, 6.000321865081787, 6.0066282749176025, 27.0, 0.0, 0.45201379436628314, 0.5520168462172308, 35.4823, 13.534, -0.20394137394329664, 0.5520168462172308, 0.0
26, 6.252375841140747, 6.284315586090088, 27.0, 0.0, 0.4500137333292642, 0.5640172124393446, 35.4823, 13.534, -0.21244163335062716, 0.5640172124393446, 0.0
27, 6.500280141830444, 6.506593465805054, 27.0, 0.0, 0.45201379436628314, 0.5560169682912687, 35.4823, 13.534, -0.20394137394329664, 0.5560169682912687, 0.0
28, 6.75013279914856, 6.756474733352661, 26.75, 0.0, 0.45201379436628314, 0.5500167851802118, 35.279075, 13.534, -0.20394137394329664, 0.5500167851802118, 0.0
29, 7.0003204345703125, 7.006587505340576, 27.0, 0.0, 0.45201379436628314, 0.5520168462172308, 35.4823, 13.534, -0.20394137394329664, 0.5520168462172308, 0.0
30, 7.250318765640259, 7.2565600872039795, 27.0, 0.0, 0.45201379436628314, 0.5520168462172308, 35.4823, 13.534, -0.20394137394329664, 0.5520168462172308, 0.0
31, 7.500090837478638, 7.5063464641571045, 26.75, 0.0, 0.45401385540330214, 0.5520168462172308, 35.279075, 13.534, -0.1954411145359659, 0.5520168462172308, 0.0
32, 7.750312566757202, 7.756123781204224, 26.5, 0.0, 0.45201379436628314, 0.5520168462172308, 35.07585, 13.534, -0.20394137394329664, 0.5520168462172308, 0.0
33, 8.000320196151733, 8.006662607192993, 26.75, 0.0, 0.45201379436628314, 0.5580170293282877, 35.279075, 13.534, -0.20394137394329664, 0.5580170293282877, 0.0
34, 8.250313997268677, 8.256497383117676, 27.25, 0.0, 0.45201379436628314, 0.5580170293282877, 35.685525, 13.534, -0.20394137394329664, 0.5580170293282877, 0.0
35, 8.500320672988892, 8.506697177886963, 26.75, 0.0, 0.45201379436628314, 0.5600170903653066, 35.279075, 13.534, -0.20394137394329664, 0.5600170903653066, 0.0
36, 8.750314950942993, 8.756521940231323, 26.5, 0.0, 0.45201379436628314, 0.5560169682912687, 35.07585, 13.534, -0.20394137394329664, 0.5560169682912687, 0.0
37, 9.000152826309204, 9.006454944610596, 27.0, 0.0, 0.45201379436628314, 0.5580170293282877, 35.4823, 13.534, -0.20394137394329664, 0.5580170293282877, 0.0
38, 9.250319004058838, 9.256514310836792, 26.25, 0.0, 0.45401385540330214, 0.5540169072542498, 34.872625, 13.534, -0.1954411145359659, 0.5540169072542498, 0.0
39, 9.50031590461731, 9.50653600692749, 27.0, 0.0, 0.45201379436628314, 0.5560169682912687, 35.4823, 13.534, -0.20394137394329664, 0.5560169682912687, 0.0
40, 9.750305652618408, 9.756475687026978, 27.0, 0.0, 0.45401385540330214, 0.5580170293282877, 35.4823, 13.534, -0.1954411145359659, 0.5580170293282877, 0.0
41, 10.00032114982605, 10.006582975387573, 26.5, 0.0, 0.45401385540330214, 0.5640172124393446, 35.07585, 13.534, -0.1954411145359659, 0.5640172124393446, 0.0
42, 10.250320434570312, 10.256535291671753, 26.5, 0.0, 0.45201379436628314, 0.5580170293282877, 35.07585, 13.534, -0.20394137394329664, 0.5580170293282877, 0.0
43, 10.500317096710205, 10.506774187088013, 26.75, 0.0, 0.45201379436628314, 0.5580170293282877, 35.279075, 13.534, -0.20394137394329664, 0.5580170293282877, 0.0
44, 10.750313997268677, 10.756532669067383, 26.75, 0.0, 0.45201379436628314, 0.5660172734763634, 35.279075, 13.534, -0.20394137394329664, 0.5660172734763634, 0.0
45, 11.000318765640259, 11.006615161895752, 26.75, 0.0, 0.45201379436628314, 0.5680173345133824, 35.279075, 13.534, -0.20394137394329664, 0.5680173345133824, 0.0
46, 11.250316143035889, 11.256588697433472, 26.75, 0.0, 0.45201379436628314, 0.5640172124393446, 35.279075, 13.534, -0.20394137394329664, 0.5640172124393446, 0.0
47, 11.500316381454468, 11.506505727767944, 27.0, 0.0, 0.45201379436628314, 0.5680173345133824, 35.4823, 13.534, -0.20394137394329664, 0.5680173345133824, 0.0
