seq, timestamp, timefinished, raw_temp_0, raw_temp_1, raw_volt_0, raw_volt_1, temp_0, temp_1, press, press_fuzzy, volt_in, duty, duty_ss, duty_fuzzy, idx_strategy
1, 0.01697087287902832, 0.0638730525970459, 0.0, 0.0, 0.4920150151066622, 0.5720174565874203, 13.534, 13.534, -0.03393618579668574, 0, 0.5720174565874203, 0.0, 0.0, 0.0, 0
2, 0.25534725189208984, 0.3315720558166504, 22.25, 22.25, 0.4940150761436811, 0.5700173955504014, 31.621025000000003, 31.621025000000003, -0.02543592638935524, -0.0014140077415285724, 0.5700173955504014, 1.0, 1.2708710764804325, 0.0, 0
3, 0.5052890777587891, 0.5121140480041504, 22.5, 22.25, 0.4920150151066622, 0.5460166631061739, 31.82425, 31.621025000000003, -0.03393618579668574, -0.0024738380077517076, 0.5460166631061739, 1.0, 1.2708710764804325, 0.0, 0
4, 0.750324010848999, 0.7581608295440674, 22.25, 22.25, 0.4960151371807001, 0.5600170903653066, 31.621025000000003, 31.621025000000003, -0.016935666982024505, -0.0038878457492802798, 0.5600170903653066, 1.0, 1.2708710764804325, 0.0, 0
5, 1.0003197193145752, 1.0082378387451172, 22.25, 22.0, 0.4960151371807001, 0.5540169072542498, 31.621025000000003, 31.4178, -0.016935666982024505, -0.004593498540197968, 0.5540169072542498, 1.0, 1.2708710764804325, 0.0, 0
6, 1.2503535747528076, 1.257638692855835, 22.5, 22.5, 0.4960151371807001, 0.5560169682912687, 31.82425, 31.82425, -0.016935666982024505, -0.005299151331115655, 0.5560169682912687, 1.0, 1.2708710764804325, 0.0, 0
7, 1.5003116130828857, 1.5081355571746826, 22.0, 22.5, 0.4960151371807001, 0.5500167851802118, 31.4178, 31.82425, -0.016935666982024505, -0.006004804122033343, 0.5500167851802118, 1.0, 1.2708710764804325, 0.0, 0
8, 1.7503280639648438, 1.758094310760498, 22.25, 22.25, 0.4960151371807001, 0.544016602069155, 31.621025000000003, 31.621025000000003, -0.016935666982024505, -0.006710456912951031, 0.544016602069155, 1.0, 1.2708710764804325, 0.0, 0
9, 2.000317335128784, 2.0080008506774902, 22.25, 22.25, 0.49801519821771906, 0.5500167851802118, 31.621025000000003, 31.621025000000003, -0.008435407574694007, -0.007416109703868718, 0.5500167851802118, 1.0, 1.2708710764804325, 0.0, 0
10, 2.2503364086151123, 2.2582201957702637, 22.5, 22.5, 0.4960151371807001, 0.5480167241431929, 31.82425, 31.82425, -0.016935666982024505, -0.0077675850194809685, 0.5480167241431929, 1.0, 1.2708710764804325, 0.0, 0
11, 2.5003113746643066, 2.507997512817383, 22.0, 22.75, 0.4960151371807001, 0.5480167241431929, 31.4178, 32.027475, -0.016935666982024505, -0.008473237810398658, 0.5480167241431929, 1.0, 1.2708710764804325, 0.0, 0
12, 2.750347852706909, 2.758180618286133, 22.25, 22.5, 0.4960151371807001, 0.540016479995117, 31.621025000000003, 31.82425, -0.016935666982024505, -0.009178890601316344, 0.540016479995117, 1.0, 1.2708710764804325, 0.0, 0
13, 3.000319004058838, 3.008187770843506, 22.25, 22.75, 0.4960151371807001, 0.544016602069155, 31.621025000000003, 32.027475, -0.016935666982024505, -0.009884543392234033, 0.544016602069155, 1.0, 1.2708710764804325, 0.0, 0
14, 3.250345230102539, 3.2582056522369385, 22.0, 22.25, 0.4960151371807001, 0.540016479995117, 31.4178, 31.621025000000003, -0.016935666982024505, -0.01059019618315172, 0.540016479995117, 1.0, 1.2708710764804325, 0.0, 0
15, 3.5003201961517334, 3.508190155029297, 22.5, 22.5, 0.49801519821771906, 0.542016541032136, 31.82425, 31.82425, -0.008435407574694007, -0.011295848974069407, 0.542016541032136, 1.0, 1.2708710764804325, 0.0, 0
16, 3.750211238861084, 3.7581329345703125, 22.25, 22.0, 0.4960151371807001, 0.542016541032136, 31.621025000000003, 31.4178, -0.016935666982024505, -0.011647324289681656, 0.542016541032136, 1.0, 1.2708710764804325, 0.0, 0
17, 4.000316619873047, 4.007500410079956, 22.5, 22.5, 0.4960151371807001, 0.5460166631061739, 31.82425, 31.82425, -0.016935666982024505, -0.012352977080599346, 0.5460166631061739, 1.0, 1.2708710764804325, 0.0, 0
