seq, timestamp, timefinished, raw_temp_0, raw_temp_1, raw_volt_0, raw_volt_1, temp_0, temp_1, press, press_fuzzy, volt_in, duty, duty_ss, duty_fuzzy, idx_strategy
1, 0.011788368225097656, 0.05817437171936035, 0.0, 0.0, 1.8420562150944548, 0.5640172124393446, 13.534, 13.534, 5.703738914151433, 0, 0.5640172124393446, 0.0, 0.0, 0.0, 0
2, 0.25532102584838867, 0.3366670608520508, 161.25, 148.5, 1.8500564592425306, 0.5620171514023256, 144.61412499999997, 134.24965, 5.737739951780755, 0.23765578808964305, 0.5620171514023256, 1.0, [44.22717637], 0.0, 0
3, 0.5052855014801025, 0.5126285552978516, 161.0, 149.5, 1.8500564592425306, 0.544016602069155, 144.4109, 135.06255, 5.737739951780755, 0.4767282860805078, 0.544016602069155, 1.0, [43.46745023], 0.0, 0
4, 0.75030517578125, 0.7587170600891113, 161.0, 149.25, 1.8560566423535876, 0.5620171514023256, 144.4109, 134.85932499999998, 5.763240730002747, 0.7158007840713726, 0.5620171514023256, 1.0, [42.71097439], 0.0, 0
5, 1.0003070831298828, 1.008709192276001, 160.75, 148.75, 1.8540565813165686, 0.5640172124393446, 144.207675, 134.452875, 5.754740470595417, 0.9559358144881539, 0.5640172124393446, 1.0, [41.95544163], 0.0, 0
6, 1.2503066062927246, 1.2591981887817383, 160.75, 149.0, 1.8540565813165686, 0.5660172734763634, 144.207675, 134.65609999999998, 5.754740470595417, 1.1957166674296296, 0.5660172734763634, 1.0, [41.20082527], 0.0, 0
7, 1.5003159046173096, 1.508612871170044, 160.5, 149.0, 1.8540565813165686, 0.5660172734763634, 144.00445, 134.65609999999998, 5.754740470595417, 1.4354975203711051, 0.5660172734763634, 1.0, [40.44707693], 0.0, 0
8, 1.7503135204315186, 1.7586021423339844, 161.0, 149.25, 1.8540565813165686, 0.5720174565874203, 144.4109, 134.85932499999998, 5.754740470595417, 1.6752783733125807, 0.5720174565874203, 1.0, [39.69413625], 0.0, 0
9, 2.0003206729888916, 2.0086405277252197, 160.5, 148.75, 1.8560566423535876, 0.5680173345133824, 144.00445, 134.452875, 5.763240730002747, 1.9150592262540567, 0.5680173345133824, 1.0, [38.94195482], 0.0, 0
10, 2.2503223419189453, 2.258849859237671, 160.25, 148.75, 1.8540565813165686, 0.5700173955504014, 143.801225, 134.452875, 5.754740470595417, 2.1551942566708377, 0.5700173955504014, 1.0, [38.1904787], 0.0, 0
