seq, timestamp, timefinished, raw_temp_0, raw_temp_1, raw_volt_0, raw_volt_1, temp_0, temp_1, press, press_fuzzy, volt_in, duty, duty_ss, duty_fuzzy, idx_strategy
1, 0.01301264762878418, 0.018975019454956055, 0.0, 0.0, 1.8080551774651326, 0.5660172734763634, 13.534, 13.534, 5.559234504226813, 0, 0.5660172734763634, 0.0, 0.0, 0.0, 0
2, 0.25031232833862305, 0.2571840286254883, 156.5, 146.0, 1.8200555436872463, 0.5540169072542498, 140.75285, 132.2174, 5.610236060670797, 0, 0.5540169072542498, 1.0, 44.48913748350413, 0.0, 0
3, 0.5003128051757812, 0.507251501083374, 156.5, 146.25, 1.8220556047242653, 0.5580170293282877, 140.75285, 132.420625, 5.618736320078128, 0, 0.5580170293282877, 1.0, 43.735816683345554, 0.0, 0
4, 0.7503149509429932, 0.7571322917938232, 156.5, 146.25, 1.8220556047242653, 0.5580170293282877, 140.75285, 132.420625, 5.618736320078128, 0, 0.5580170293282877, 1.0, 42.982969765626855, 0.0, 0
5, 1.0003437995910645, 1.006833553314209, 156.25, 146.25, 1.8040550553910948, 0.5600170903653066, 140.549625, 132.420625, 5.542233985412153, 0, 0.5600170903653066, 1.0, 42.23057742403336, 0.0, 0
6, 1.2503187656402588, 1.2572357654571533, 156.75, 146.25, 1.8180554826502273, 0.5500167851802118, 140.956075, 132.420625, 5.601735801263466, 0, 0.5500167851802118, 1.0, 41.47863967912391, 0.0, 0
7, 1.5003058910369873, 1.5063567161560059, 156.25, 146.0, 1.8120552995391705, 0.5500167851802118, 140.549625, 132.2174, 5.576235023041475, 0, 0.5500167851802118, 1.0, 40.727121514270635, 0.0, 0
8, 1.7503159046173096, 1.757279396057129, 156.5, 146.5, 1.8140553605761895, 0.542016541032136, 140.75285, 132.62385, 5.584735282448806, 0, 0.542016541032136, 1.0, 39.97607832520929, 0.0, 0
9, 2.0003156661987305, 2.0065560340881348, 156.5, 146.5, 1.8180554826502273, 0.5480167241431929, 140.75285, 132.62385, 5.601735801263466, 0, 0.5480167241431929, 1.0, 39.225475707296155, 0.0, 0
10, 2.2503275871276855, 2.2572059631347656, 156.25, 146.5, 1.8160554216132085, 0.544016602069155, 140.549625, 132.62385, 5.593235541856136, 0, 0.544016602069155, 1.0, 38.47532461048063, 0.0, 0
