seq, timestamp, timefinished, raw_temp_0, raw_temp_1, raw_volt_0, raw_volt_1, temp_0, temp_1, press, press_fuzzy, volt_in, duty, duty_ss, duty_fuzzy, idx_strategy
1, 0.03777790069580078, 0.05400252342224121, 0.0, 0.0, 1.6580505996887114, 0.5940181279946287, 13.534, 13.534, 4.921715048677023, 0, 0.5940181279946287, 0.0, 0.0, 0.0, 0
2, 0.2512400150299072, 0.353898286819458, 154.75, 142.25, 1.6580505996887114, 0.5560169682912687, 139.330275, 129.169025, 4.921715048677023, 0.20507146036154264, 0.5560169682912687, 0.2821652800796902, [0.28216528], 0.0, 0
3, 0.5052592754364014, 0.5188586711883545, 154.25, 142.25, 1.6560505386516924, 0.5720174565874203, 138.923825, 129.169025, 4.913214789269692, 0.4101429207230853, 0.5720174565874203, 0.2886106724812543, [0.28861067], 0.0, 0
4, 0.7502975463867188, 0.7605555057525635, 153.75, 142.5, 1.666050843836787, 0.5620171514023256, 138.517375, 129.37224999999998, 4.955716086306344, 0.6148602036093225, 0.5620171514023256, 0.2929235951036221, [0.2929236], 0.0, 0
5, 1.0003087520599365, 1.0101957321166992, 154.25, 141.5, 1.6640507827997681, 0.5600170903653066, 138.923825, 128.55935, 4.947215826899015, 0.8213483738720869, 0.5600170903653066, 0.29498367921608776, [0.29498368], 0.0, 0
6, 1.2503962516784668, 1.2607855796813965, 154.25, 142.25, 1.6640507827997681, 0.5620171514023256, 138.923825, 129.169025, 4.947215826899015, 1.0274823666595456, 0.5620171514023256, 0.29841073412480124, [0.29841073], 0.0, 0
7, 1.5003066062927246, 1.508929967880249, 154.5, 142.25, 1.6620507217627492, 0.5580170293282877, 139.12705, 129.169025, 4.938715567491684, 1.2336163594470049, 0.5580170293282877, 0.3011495460885488, [0.30114955], 0.0, 0
8, 1.7503089904785156, 1.760603666305542, 154.0, 142.25, 1.6640507827997681, 0.5560169682912687, 138.7206, 129.169025, 4.947215826899015, 1.4393961747591584, 0.5560169682912687, 0.30385745761364197, [0.30385746], 0.0, 0
9, 2.000307321548462, 2.0096800327301025, 154.5, 141.5, 1.6620507217627492, 0.5600170903653066, 139.12705, 128.55935, 4.938715567491684, 1.6455301675466174, 0.5600170903653066, 0.3056728824422199, [0.30567288], 0.0, 0
10, 2.250333547592163, 2.2608563899993896, 153.75, 142.25, 1.6620507217627492, 0.5600170903653066, 138.517375, 129.169025, 4.938715567491684, 1.8513099828587707, 0.5600170903653066, 0.30781170094772814, [0.3078117], 0.0, 0
11, 2.500308036804199, 2.5100839138031006, 154.5, 142.25, 1.6640507827997681, 0.5560169682912687, 139.12705, 129.169025, 4.947215826899015, 2.057089798170924, 0.5560169682912687, 0.30943953414224895, [0.30943953], 0.0, 0
12, 2.750295400619507, 2.760579824447632, 154.5, 142.0, 1.666050843836787, 0.5560169682912687, 139.12705, 128.9658, 4.955716086306344, 2.263223790958383, 0.5560169682912687, 0.31055638202578223, [0.31055638], 0.0, 0
13, 3.0003104209899902, 3.0096006393432617, 154.25, 141.75, 1.6600506607257304, 0.5540169072542498, 138.923825, 128.762575, 4.930215308084354, 2.4697119612211473, 0.5540169072542498, 0.311456463264374, [0.31145646], 0.0, 0
14, 3.2503061294555664, 3.2599446773529053, 154.5, 142.0, 1.6620507217627492, 0.5520168462172308, 139.12705, 128.9658, 4.938715567491684, 2.6751375990579955, 0.5520168462172308, 0.3133956708506051, [0.31339567], 0.0, 0
15, 3.5003163814544678, 3.5086417198181152, 154.5, 142.25, 1.6580505996887114, 0.544016602069155, 139.12705, 129.169025, 4.921715048677023, 2.880917414370149, 0.544016602069155, 0.31401203406873707, [0.31401203], 0.0, 0
16, 3.750307083129883, 3.7599611282348633, 154.5, 142.25, 1.6620507217627492, 0.5520168462172308, 139.12705, 129.169025, 4.938715567491684, 3.0859888747316915, 0.5520168462172308, 0.31535375486972655, [0.31535375], 0.0, 0
17, 4.000303030014038, 4.009798526763916, 154.25, 142.25, 1.6620507217627492, 0.5500167851802118, 138.923825, 129.169025, 4.938715567491684, 3.291768690043845, 0.5500167851802118, 0.3153783888762646, [0.31537839], 0.0, 0
18, 4.252816438674927, 4.2702367305755615, 153.75, 142.25, 1.6560505386516924, 0.5620171514023256, 138.517375, 129.169025, 4.913214789269692, 3.4975485053559985, 0.5620171514023256, 0.31585401095748056, [0.31585401], 0.0, 0
19, 4.500331401824951, 4.5097925662994385, 154.5, 141.5, 1.6640507827997681, 0.5460166631061739, 139.12705, 128.55935, 4.947215826899015, 3.702265788242235, 0.5460166631061739, 0.3172129306709135, [0.31721293], 0.0, 0
20, 4.750303506851196, 4.76058292388916, 153.75, 142.25, 1.6620507217627492, 0.5460166631061739, 138.517375, 129.169025, 4.938715567491684, 3.908399781029695, 0.5460166631061739, 0.3165099504497984, [0.31650995], 0.0, 0
21, 5.000305652618408, 5.010246515274048, 154.5, 142.0, 1.6600506607257304, 0.5480167241431929, 139.12705, 128.9658, 4.930215308084354, 4.114179596341848, 0.5480167241431929, 0.31727897438067354, [0.31727897], 0.0, 0
22, 5.25031590461731, 5.260123252868652, 154.0, 142.5, 1.6600506607257304, 0.542016541032136, 138.7206, 129.37224999999998, 4.930215308084354, 4.319605234178696, 0.542016541032136, 0.3180484740166625, [0.31804847], 0.0, 0
23, 5.500310182571411, 5.5085978507995605, 153.75, 142.0, 1.6580505996887114, 0.5520168462172308, 138.517375, 128.9658, 4.921715048677023, 4.525030872015544, 0.5520168462172308, 0.3185238582453216, [0.31852386], 0.0, 0
24, 5.750303745269775, 5.760676145553589, 154.25, 142.25, 1.6620507217627492, 0.5500167851802118, 138.923825, 129.169025, 4.938715567491684, 4.730102332377086, 0.5500167851802118, 0.31929430929153807, [0.31929431], 0.0, 0
25, 6.000308036804199, 6.009621858596802, 154.25, 142.25, 1.6600506607257304, 0.5600170903653066, 138.923825, 129.169025, 4.930215308084354, 4.935882147689241, 0.5600170903653066, 0.31918146270553743, [0.31918146], 0.0, 0
26, 6.250318765640259, 6.260679483413696, 154.25, 142.0, 1.6600506607257304, 0.5540169072542498, 138.923825, 128.9658, 4.930215308084354, 4.936236325164546, 0.5540169072542498, 0.3199526273094244, [0.31995263], 0.0, 0
27, 6.500096082687378, 6.51921272277832, 154.25, 142.25, 1.6520504165776544, 0.5660172734763634, 138.923825, 129.169025, 4.896214270455031, 4.936590502639851, 0.5660172734763634, 0.3204294386534247, [0.32042944], 0.0, 0
28, 6.750291347503662, 6.760151147842407, 154.25, 142.0, 1.6600506607257304, 0.5620171514023256, 138.923825, 128.9658, 4.930215308084354, 4.935882147689241, 0.5620171514023256, 0.32208485229975603, [0.32208485], 0.0, 0
