seq, timestamp, timefinished, raw_temp_0, raw_temp_1, raw_volt_0, raw_volt_1, temp_0, temp_1, press, volt_in, duty
1, 0.0016295909881591797, 0.008556842803955078, 0.0, 0.0, 0.9400286873989075, 0.6080185552537614, 13.534, 13.534, 1.870121921445357, 0.6080185552537614, 0.0
2, 0.25034523010253906, 0.256744384765625, 0.0, 0.0, 0.8040245368816188, 0.6300192266609699, 13.534, 13.534, 1.2921042817468797, 0.6300192266609699, 0.0
3, 0.5003254413604736, 0.5066545009613037, 0.0, 0.0, 0.7740236213263344, 0.6400195318460646, 13.534, 13.534, 1.1646003906369211, 0.6400195318460646, 0.0
4, 0.7503292560577393, 0.7566289901733398, 0.0, 0.0, 0.7460227668080691, 0.6460197149571215, 13.534, 13.534, 1.0455967589342938, 0.6460197149571215, 0.0
5, 1.000319480895996, 1.0067667961120605, 0.0, 0.0, 0.7220220343638416, 0.6420195928830836, 13.534, 13.534, 0.9435936460463268, 0.6420195928830836, 0.0
6, 1.2503197193145752, 1.2565901279449463, 0.0, 0.0, 0.6920211188085574, 0.6500198370311594, 13.534, 13.534, 0.816089754936369, 0.6500198370311594, 0.0
7, 1.5003163814544678, 1.5065958499908447, 0.0, 0.0, 0.6700204474013489, 0.6540199591051973, 13.534, 13.534, 0.7225869014557329, 0.6540199591051973, 0.0
8, 1.7503471374511719, 1.7567811012268066, 0.0, 0.0, 0.6500198370311594, 0.6540199591051973, 13.534, 13.534, 0.6375843073824274, 0.6540199591051973, 0.0
9, 2.000272750854492, 2.0270702838897705, 0.0, 0.0, 0.6160187994018372, 0.6640202642902922, 13.534, 13.534, 0.4930798974578082, 0.6640202642902922, 0.0
10, 2.2503106594085693, 2.2566170692443848, 0.0, 0.0, 0.6100186162907804, 0.6580200811792353, 13.534, 13.534, 0.4675791192358165, 0.6580200811792353, 0.0
11, 2.5003232955932617, 2.5066099166870117, 0.0, 0.0, 0.6020183721427045, 0.6580200811792353, 13.534, 13.534, 0.433578081606494, 0.6580200811792353, 0.0
12, 2.7503297328948975, 2.756579637527466, 0.0, 0.0, 0.5940181279946287, 0.6500198370311594, 13.534, 13.534, 0.3995770439771721, 0.6500198370311594, 0.0
13, 3.0003201961517334, 3.006645679473877, 0.0, 0.0, 0.5980182500686666, 0.6500198370311594, 13.534, 13.534, 0.41657756279183306, 0.6500198370311594, 0.0
14, 3.250312089920044, 3.2565367221832275, 0.0, 0.0, 0.584017822809534, 0.6500198370311594, 13.534, 13.534, 0.35707574694051936, 0.6500198370311594, 0.0
15, 3.500324010848999, 3.5066041946411133, 0.0, 0.0, 0.5760175786614582, 0.6420195928830836, 13.534, 13.534, 0.3230747093111973, 0.6420195928830836, 0.0
16, 3.7503137588500977, 3.7565512657165527, 0.0, 0.0, 0.5700173955504014, 0.6400195318460646, 13.534, 13.534, 0.29757393108920605, 0.6400195318460646, 0.0
17, 4.000322341918945, 4.006740570068359, 0.0, 0.0, 0.5660172734763634, 0.6340193487350078, 13.534, 13.534, 0.2805734122745446, 0.6340193487350078, 0.0
18, 4.250310659408569, 4.2566077709198, 0.0, 0.0, 0.5540169072542498, 0.6280191656239509, 13.534, 13.534, 0.2295718558305616, 0.6280191656239509, 0.0
19, 4.5003252029418945, 4.506622314453125, 0.0, 0.0, 0.5500167851802118, 0.624019043549913, 13.534, 13.534, 0.21257133701590014, 0.624019043549913, 0.0
20, 4.750323534011841, 4.756659507751465, 0.0, 0.0, 0.542016541032136, 0.6160187994018372, 13.534, 13.534, 0.17857029938657815, 0.6160187994018372, 0.0
21, 5.000319719314575, 5.006618976593018, 0.0, 0.0, 0.5380164189580982, 0.6040184331797235, 13.534, 13.534, 0.16156978057191715, 0.6040184331797235, 0.0
22, 5.250318288803101, 5.256587266921997, 0.0, 0.0, 0.5280161137730034, 0.6040184331797235, 13.534, 13.534, 0.11906848353526442, 0.6040184331797235, 0.0
23, 5.5003204345703125, 5.506629228591919, 0.0, 0.0, 0.5280161137730034, 0.6000183111056856, 13.534, 13.534, 0.11906848353526442, 0.6000183111056856, 0.0
24, 5.750317096710205, 5.756631374359131, 0.0, 0.0, 0.5200158696249275, 0.5920180669576097, 13.534, 13.534, 0.08506744590594195, 0.5920180669576097, 0.0
25, 6.000313758850098, 6.0066094398498535, 0.0, 0.0, 0.5180158085879086, 0.5800177007354961, 13.534, 13.534, 0.07656718649861169, 0.5800177007354961, 0.0
26, 6.250338792800903, 6.262293100357056, 0.0, 0.0, 0.5220159306619465, 0.6740205694753869, 13.534, 13.534, 0.09356770531327269, 0.6740205694753869, 0.0
27, 6.500317335128784, 6.506633281707764, 0.0, 0.0, 0.5200158696249275, 0.5780176396984771, 13.534, 13.534, 0.08506744590594195, 0.5780176396984771, 0.0
