seq, timestamp, timefinished, raw_temp_0, raw_temp_1, raw_volt_0, raw_volt_1, temp_0, temp_1, press, press_fuzzy, volt_in, duty, duty_ss, duty_fuzzy, idx_strategy
1, 0.011198997497558594, 0.05272388458251953, 0.0, 0.0, 0.5040153813287759, 0.5740175176244393, 13.534, 13.534, 0.01706537064729749, 0, 0.5740175176244393, 0.0, 0.0, 0.0, 0
2, 0.2553269863128662, 0.33631014823913574, 24.75, 30.75, 0.5060154423657949, 0.5540169072542498, 33.653275, 38.530675, 0.025565630054628224, 0.0007110571103040621, 0.5540169072542498, 1.0, 1.2446262951227094, 0.0, 0
3, 0.505234956741333, 0.5118601322174072, 24.5, 31.5, 0.5080155034028138, 0.542016541032136, 33.45005, 39.14035, 0.03406588946195849, 0.0017762916959135715, 0.542016541032136, 1.0, 1.2446262951227094, 0.0, 0
4, 0.7502951622009277, 0.7573299407958984, 24.25, 31.5, 0.5060154423657949, 0.5560169682912687, 33.246825, 39.14035, 0.025565630054628224, 0.0031957037568285085, 0.5560169682912687, 1.0, 1.2446262951227094, 0.0, 0
5, 1.0003230571746826, 1.0082898139953613, 24.75, 31.75, 0.5100155644398328, 0.5560169682912687, 33.653275, 39.343575, 0.04256614886928922, 0.004260938342438018, 0.5560169682912687, 1.0, 1.2446262951227094, 0.0, 0
6, 1.2503221035003662, 1.2578938007354736, 24.75, 32.0, 0.5080155034028138, 0.5560169682912687, 33.653275, 39.5468, 0.03406588946195849, 0.006034527878658402, 0.5560169682912687, 1.0, 1.2446262951227094, 0.0, 0
7, 1.500321626663208, 1.5074832439422607, 24.5, 32.0, 0.5080155034028138, 0.5620171514023256, 33.45005, 39.5468, 0.03406588946195849, 0.007453939939573339, 0.5620171514023256, 1.0, 1.2446262951227094, 0.0, 0
8, 1.7503221035003662, 1.7582943439483643, 24.75, 32.0, 0.5080155034028138, 0.5560169682912687, 33.653275, 39.5468, 0.03406588946195849, 0.008873352000488275, 0.5560169682912687, 1.0, 1.2446262951227094, 0.0, 0
9, 2.0003082752227783, 2.0081558227539062, 24.75, 32.0, 0.5080155034028138, 0.5600170903653066, 33.653275, 39.5468, 0.03406588946195849, 0.010292764061403213, 0.5600170903653066, 1.0, 1.2446262951227094, 0.0, 0
10, 2.2503185272216797, 2.2583084106445312, 25.0, 31.5, 0.5080155034028138, 0.5560169682912687, 33.8565, 39.14035, 0.03406588946195849, 0.011712176122318152, 0.5560169682912687, 1.0, 1.2446262951227094, 0.0, 0
11, 2.500314712524414, 2.508066415786743, 24.5, 31.5, 0.5080155034028138, 0.5640172124393446, 33.45005, 39.14035, 0.03406588946195849, 0.013131588183233086, 0.5640172124393446, 1.0, 1.2446262951227094, 0.0, 0
12, 2.75032114982605, 2.7582733631134033, 24.25, 31.5, 0.5100155644398328, 0.5640172124393446, 33.246825, 39.14035, 0.04256614886928922, 0.014551000244148024, 0.5640172124393446, 1.0, 1.2446262951227094, 0.0, 0
13, 3.000309944152832, 3.008091688156128, 25.0, 32.0, 0.5080155034028138, 0.5640172124393446, 33.8565, 39.5468, 0.03406588946195849, 0.01632458978036841, 0.5640172124393446, 1.0, 1.2446262951227094, 0.0, 0
14, 3.250326156616211, 3.2581424713134766, 25.0, 32.0, 0.5080155034028138, 0.5640172124393446, 33.8565, 39.5468, 0.03406588946195849, 0.017744001841283344, 0.5640172124393446, 1.0, 1.2446262951227094, 0.0, 0
15, 3.5003178119659424, 3.508301019668579, 24.75, 32.0, 0.5080155034028138, 0.5700173955504014, 33.653275, 39.5468, 0.03406588946195849, 0.019163413902198282, 0.5700173955504014, 1.0, 1.2446262951227094, 0.0, 0
16, 3.7503175735473633, 3.7582619190216064, 24.75, 32.0, 0.5100155644398328, 0.5700173955504014, 33.653275, 39.5468, 0.04256614886928922, 0.02058282596311322, 0.5700173955504014, 1.0, 1.2446262951227094, 0.0, 0
17, 4.000312089920044, 4.00814151763916, 24.75, 32.0, 0.5080155034028138, 0.5740175176244393, 33.653275, 39.5468, 0.03406588946195849, 0.022356415499333603, 0.5740175176244393, 1.0, 1.2446262951227094, 0.0, 0
18, 4.250312089920044, 4.25830078125, 24.5, 32.0, 0.5080155034028138, 0.5760175786614582, 33.45005, 39.5468, 0.03406588946195849, 0.02377582756024854, 0.5760175786614582, 1.0, 1.2446262951227094, 0.0, 0
19, 4.500320911407471, 4.5081305503845215, 24.5, 31.5, 0.5080155034028138, 0.5780176396984771, 33.45005, 39.14035, 0.03406588946195849, 0.02519523962116348, 0.5780176396984771, 1.0, 1.2446262951227094, 0.0, 0
20, 4.750312089920044, 4.7581212520599365, 24.75, 32.25, 0.5080155034028138, 0.582017761772515, 33.653275, 39.750025, 0.03406588946195849, 0.026614651682078414, 0.582017761772515, 1.0, 1.2446262951227094, 0.0, 0
21, 5.0003111362457275, 5.008126735687256, 24.75, 32.0, 0.5080155034028138, 0.584017822809534, 33.653275, 39.5468, 0.03406588946195849, 0.02803406374299335, 0.584017822809534, 1.0, 1.2446262951227094, 0.0, 0
22, 5.250325679779053, 5.260318994522095, 25.0, 32.25, 0.5060154423657949, 0.5740175176244393, 33.8565, 39.750025, 0.025565630054628224, 0.02945347580390829, 0.5740175176244393, 1.0, 1.2446262951227094, 0.0, 0
23, 5.5003156661987305, 5.508315563201904, 25.0, 31.5, 0.5100155644398328, 0.5800177007354961, 33.8565, 39.14035, 0.04256614886928922, 0.030518710389517797, 0.5800177007354961, 1.0, 1.2446262951227094, 0.0, 0
24, 5.75031042098999, 5.757997512817383, 25.0, 31.75, 0.5100155644398328, 0.5860178838465528, 33.8565, 39.343575, 0.04256614886928922, 0.032292299925738184, 0.5860178838465528, 1.0, 1.2446262951227094, 0.0, 0
25, 6.000308036804199, 6.008094310760498, 25.0, 32.25, 0.5100155644398328, 0.5800177007354961, 33.8565, 39.750025, 0.04256614886928922, 0.034065889461958564, 0.5800177007354961, 1.0, 1.2446262951227094, 0.0, 0
26, 6.250319242477417, 6.25821328163147, 24.5, 32.0, 0.5100155644398328, 0.5880179448835718, 33.45005, 39.5468, 0.04256614886928922, 0.035128421887874885, 0.5880179448835718, 1.0, 1.2446262951227094, 0.0, 0
27, 6.500316619873047, 6.508141040802002, 25.0, 32.25, 0.5100155644398328, 0.582017761772515, 33.8565, 39.750025, 0.04256614886928922, 0.03583677683848576, 0.582017761772515, 1.0, 1.2446262951227094, 0.0, 0
28, 6.750311613082886, 6.758167743682861, 25.0, 32.0, 0.5080155034028138, 0.584017822809534, 33.8565, 39.5468, 0.03406588946195849, 0.03619095431379121, 0.584017822809534, 1.0, 1.2446262951227094, 0.0, 0
29, 7.000303030014038, 7.008142709732056, 24.5, 32.25, 0.5080155034028138, 0.582017761772515, 33.45005, 39.750025, 0.03406588946195849, 0.03654513178909664, 0.582017761772515, 1.0, 1.2446262951227094, 0.0, 0
30, 7.250321865081787, 7.258229970932007, 24.75, 32.0, 0.5100155644398328, 0.584017822809534, 33.653275, 39.5468, 0.04256614886928922, 0.03619095431379119, 0.584017822809534, 1.0, 1.2446262951227094, 0.0, 0
31, 7.500322341918945, 7.508350372314453, 24.25, 32.25, 0.5100155644398328, 0.582017761772515, 33.246825, 39.750025, 0.04256614886928922, 0.03654513178909664, 0.582017761772515, 1.0, 1.2446262951227094, 0.0, 0
32, 7.750319719314575, 7.758120775222778, 24.5, 31.75, 0.5100155644398328, 0.5860178838465528, 33.45005, 39.343575, 0.04256614886928922, 0.03689930926440208, 0.5860178838465528, 1.0, 1.2446262951227094, 0.0, 0
33, 8.000307559967041, 8.008084774017334, 24.75, 32.25, 0.5080155034028138, 0.584017822809534, 33.653275, 39.750025, 0.03406588946195849, 0.037253486739707534, 0.584017822809534, 1.0, 1.2446262951227094, 0.0, 0
34, 8.250332832336426, 8.25824761390686, 24.75, 32.25, 0.5100155644398328, 0.582017761772515, 33.653275, 39.750025, 0.04256614886928922, 0.03725348673970753, 0.582017761772515, 1.0, 1.2446262951227094, 0.0, 0
35, 8.500319480895996, 8.50765085220337, 24.75, 31.75, 0.5100155644398328, 0.582017761772515, 33.653275, 39.343575, 0.04256614886928922, 0.03760766421501298, 0.582017761772515, 1.0, 1.2446262951227094, 0.0, 0
36, 8.750314950942993, 8.758179903030396, 24.25, 31.75, 0.5080155034028138, 0.5800177007354961, 33.246825, 39.343575, 0.03406588946195849, 0.03796184169031843, 0.5800177007354961, 1.0, 1.2446262951227094, 0.0, 0
37, 9.00031042098999, 9.008076906204224, 24.5, 31.75, 0.5100155644398328, 0.584017822809534, 33.45005, 39.343575, 0.04256614886928922, 0.037607664215012986, 0.584017822809534, 1.0, 1.2446262951227094, 0.0, 0
38, 9.250317573547363, 9.258023977279663, 24.75, 32.25, 0.5080155034028138, 0.5800177007354961, 33.653275, 39.750025, 0.03406588946195849, 0.03796184169031843, 0.5800177007354961, 1.0, 1.2446262951227094, 0.0, 0
39, 9.500314950942993, 9.508266687393188, 25.25, 32.25, 0.5100155644398328, 0.5780176396984771, 34.059725, 39.750025, 0.04256614886928922, 0.03796184169031843, 0.5780176396984771, 1.0, 1.2446262951227094, 0.0, 0
40, 9.75011157989502, 9.758092164993286, 25.25, 32.25, 0.5100155644398328, 0.582017761772515, 34.059725, 39.750025, 0.04256614886928922, 0.038316019165623875, 0.582017761772515, 1.0, 1.2446262951227094, 0.0, 0
41, 10.000315427780151, 10.008142471313477, 24.75, 32.25, 0.5100155644398328, 0.5780176396984771, 33.653275, 39.750025, 0.04256614886928922, 0.038316019165623875, 0.5780176396984771, 1.0, 1.2446262951227094, 0.0, 0
