seq, timestamp, timefinished, raw_temp_0, raw_temp_1, raw_volt_0, raw_volt_1, temp_0, temp_1, press, press_fuzzy, volt_in, duty, duty_ss, duty_fuzzy, idx_strategy
1, 0.04080820083618164, 0.0980217456817627, 0.0, 0.0, 2.078063417462691, 0.5660172734763634, 13.534, 13.534, 6.706769524216436, 0, 0.5660172734763634, 0.0, 0.0, 0.0, 0
2, 0.2552766799926758, 0.338240385055542, 165.5, 153.5, 2.08006347849971, 0.5600170903653066, 148.06894999999997, 138.31414999999998, 6.715269783623768, 0.27944873017568483, 0.5600170903653066, 1.0, [141.41675363], 0.0, 0
3, 0.505295991897583, 0.5202102661132812, 165.75, 153.0, 2.0720632343516345, 0.5680173345133824, 148.27217499999998, 137.9077, 6.681268745994447, 0.5592516378266752, 0.5680173345133824, 1.0, [140.67937636], 0.0, 0
4, 0.750436544418335, 0.7599146366119385, 165.75, 153.5, 2.086063661610767, 0.582017761772515, 148.27217499999998, 138.31414999999998, 6.740770561845759, 0.8376378355764439, 0.582017761772515, 1.0, [139.93946429], 0.0, 0
5, 1.0003046989440918, 1.0102384090423584, 165.75, 153.25, 2.086063661610767, 0.5780176396984771, 148.27217499999998, 138.11092499999998, 6.740770561845759, 1.1185032756533504, 0.5780176396984771, 1.0, [139.19947159], 0.0, 0
6, 1.2503066062927246, 1.2597532272338867, 166.0, 153.25, 2.086063661610767, 0.582017761772515, 148.47539999999998, 138.11092499999998, 6.740770561845759, 1.399368715730257, 0.582017761772515, 1.0, [138.45940945], 0.0, 0
7, 1.5003256797790527, 1.5092456340789795, 165.75, 153.25, 2.08006347849971, 0.582017761772515, 148.27217499999998, 138.11092499999998, 6.715269783623768, 1.6802341558071638, 0.582017761772515, 1.0, [137.71938607], 0.0, 0
8, 1.7503008842468262, 1.7603282928466797, 166.25, 152.75, 2.0660630512405773, 0.5860178838465528, 148.67862499999998, 137.704475, 6.655767967772453, 1.960037063458154, 0.5860178838465528, 1.0, [136.97944634], 0.0, 0
9, 2.0003085136413574, 2.009817600250244, 165.75, 153.25, 2.084063600573748, 0.584017822809534, 148.27217499999998, 138.11092499999998, 6.73227030243843, 2.237360728782006, 0.584017822809534, 1.0, [136.23966071], 0.0, 0
10, 2.2503116130828857, 2.2598860263824463, 166.5, 153.0, 2.084063600573748, 0.582017761772515, 148.88185, 137.9077, 6.73227030243843, 2.517871991383607, 0.582017761772515, 1.0, [135.50002607], 0.0, 0
11, 2.5003039836883545, 2.5101659297943115, 165.75, 153.0, 2.084063600573748, 0.584017822809534, 148.27217499999998, 137.9077, 6.73227030243843, 2.7983832539852087, 0.584017822809534, 1.0, [134.76064016], 0.0, 0
12, 2.750309467315674, 2.759509325027466, 166.25, 152.75, 2.082063539536729, 0.5880179448835718, 148.67862499999998, 137.704475, 6.723770043031098, 3.0788945165868102, 0.5880179448835718, 1.0, [134.02148648], 0.0, 0
13, 3.0003116130828857, 3.0101325511932373, 166.0, 152.75, 2.084063600573748, 0.584017822809534, 148.47539999999998, 137.704475, 6.73227030243843, 3.359051601713105, 0.584017822809534, 1.0, [133.28257779], 0.0, 0
14, 3.2503128051757812, 3.259589433670044, 166.25, 153.0, 2.084063600573748, 0.582017761772515, 148.67862499999998, 137.9077, 6.73227030243843, 3.6395628643147067, 0.582017761772515, 1.0, [132.54392167], 0.0, 0
