seq, timestamp, timefinished, raw_temp_0, raw_temp_1, raw_volt_0, raw_volt_1, temp_0, temp_1, press, volt_in, duty
1, 0.0023300647735595703, 0.008626699447631836, 0.0, 0.0, 0.44801367229224526, 0.5580170293282877, 13.534, 13.534, -0.22094189275795767, 0.5580170293282877, 0.0
2, 0.25034523010253906, 0.25672221183776855, 26.75, 0.0, 0.45201379436628314, 0.5500167851802118, 35.279075, 13.534, -0.20394137394329664, 0.5500167851802118, 0.0
3, 0.500321626663208, 0.5066087245941162, 26.75, 0.0, 0.45401385540330214, 0.5520168462172308, 35.279075, 13.534, -0.1954411145359659, 0.5520168462172308, 0.0
4, 0.7503271102905273, 0.756629228591919, 27.25, 0.0, 0.45201379436628314, 0.5500167851802118, 35.685525, 13.534, -0.20394137394329664, 0.5500167851802118, 0.0
5, 1.0003156661987305, 1.0066587924957275, 27.0, 0.0, 0.45401385540330214, 0.5500167851802118, 35.4823, 13.534, -0.1954411145359659, 0.5500167851802118, 0.0
6, 1.250124216079712, 1.2556602954864502, 26.75, 0.0, 0.45201379436628314, 0.5520168462172308, 35.279075, 13.534, -0.20394137394329664, 0.5520168462172308, 0.0
7, 1.50032377243042, 1.5067315101623535, 27.0, 0.0, 0.45401385540330214, 0.544016602069155, 35.4823, 13.534, -0.1954411145359659, 0.544016602069155, 0.0
8, 1.75032639503479, 1.7566452026367188, 26.5, 0.0, 0.45201379436628314, 0.542016541032136, 35.07585, 13.534, -0.20394137394329664, 0.542016541032136, 0.0
9, 2.000319719314575, 2.076718807220459, 26.75, 0.0, 0.45201379436628314, 0.5480167241431929, 35.279075, 13.534, -0.20394137394329664, 0.5480167241431929, 0.0
10, 2.250248908996582, 2.2565088272094727, 27.25, 0.0, 0.45201379436628314, 0.544016602069155, 35.685525, 13.534, -0.20394137394329664, 0.544016602069155, 0.0
11, 2.500318765640259, 2.5065970420837402, 27.25, 0.0, 0.45201379436628314, 0.544016602069155, 35.685525, 13.534, -0.20394137394329664, 0.544016602069155, 0.0
12, 2.750319004058838, 2.7565388679504395, 27.25, 0.0, 0.45201379436628314, 0.5380164189580982, 35.685525, 13.534, -0.20394137394329664, 0.5380164189580982, 0.0
13, 3.000314712524414, 3.006526470184326, 27.0, 0.0, 0.45201379436628314, 0.5480167241431929, 35.4823, 13.534, -0.20394137394329664, 0.5480167241431929, 0.0
14, 3.250312089920044, 3.256499767303467, 27.25, 0.0, 0.45201379436628314, 0.5460166631061739, 35.685525, 13.534, -0.20394137394329664, 0.5460166631061739, 0.0
15, 3.500314712524414, 3.506516695022583, 27.25, 0.0, 0.45201379436628314, 0.5460166631061739, 35.685525, 13.534, -0.20394137394329664, 0.5460166631061739, 0.0
16, 3.750324249267578, 3.7565689086914062, 26.5, 0.0, 0.45401385540330214, 0.540016479995117, 35.07585, 13.534, -0.1954411145359659, 0.540016479995117, 0.0
17, 4.0003204345703125, 4.00661563873291, 26.5, 0.0, 0.45201379436628314, 0.544016602069155, 35.07585, 13.534, -0.20394137394329664, 0.544016602069155, 0.0
18, 4.250345945358276, 4.2561328411102295, 26.5, 0.0, 0.44801367229224526, 0.5380164189580982, 35.07585, 13.534, -0.22094189275795767, 0.5380164189580982, 0.0
19, 4.500319957733154, 4.506603240966797, 26.5, 0.0, 0.45401385540330214, 0.540016479995117, 35.07585, 13.534, -0.1954411145359659, 0.540016479995117, 0.0
20, 4.750323534011841, 4.756032466888428, 27.25, 0.0, 0.45401385540330214, 0.540016479995117, 35.685525, 13.534, -0.1954411145359659, 0.540016479995117, 0.0
21, 5.0003132820129395, 5.00658917427063, 26.75, 0.0, 0.45401385540330214, 0.5340162968840602, 35.279075, 13.534, -0.1954411145359659, 0.5340162968840602, 0.0
22, 5.25031590461731, 5.2569074630737305, 27.25, 0.0, 0.44801367229224526, 0.540016479995117, 35.685525, 13.534, -0.22094189275795767, 0.540016479995117, 0.0
23, 5.500368356704712, 5.506793260574341, 26.75, 0.0, 0.45201379436628314, 0.5380164189580982, 35.279075, 13.534, -0.20394137394329664, 0.5380164189580982, 0.0
24, 5.750327110290527, 5.756628036499023, 27.25, 0.0, 0.45201379436628314, 0.540016479995117, 35.685525, 13.534, -0.20394137394329664, 0.540016479995117, 0.0
25, 6.000315427780151, 6.006630182266235, 26.75, 0.0, 0.45201379436628314, 0.540016479995117, 35.279075, 13.534, -0.20394137394329664, 0.540016479995117, 0.0
26, 6.250539779663086, 6.265883922576904, 27.25, 0.0, 0.44801367229224526, 0.542016541032136, 35.685525, 13.534, -0.22094189275795767, 0.542016541032136, 0.0
27, 6.500311851501465, 6.50675106048584, 27.0, 0.0, 0.45201379436628314, 0.540016479995117, 35.4823, 13.534, -0.20394137394329664, 0.540016479995117, 0.0
28, 6.7503252029418945, 6.756600856781006, 26.75, 0.0, 0.45201379436628314, 0.540016479995117, 35.279075, 13.534, -0.20394137394329664, 0.540016479995117, 0.0
29, 7.000316858291626, 7.006668567657471, 27.0, 0.0, 0.45201379436628314, 0.5340162968840602, 35.4823, 13.534, -0.20394137394329664, 0.5340162968840602, 0.0
30, 7.250312089920044, 7.25653076171875, 27.0, 0.0, 0.45201379436628314, 0.5360163579210792, 35.4823, 13.534, -0.20394137394329664, 0.5360163579210792, 0.0
31, 7.50032377243042, 7.506691217422485, 27.0, 0.0, 0.4500137333292642, 0.5460166631061739, 35.4823, 13.534, -0.21244163335062716, 0.5460166631061739, 0.0
